1756485453491432500,RUN_META,"config=unsaved,mode=GUI,app=RBciAD"
1756485453492928700,CPU_MEM,"cpu=0.0,rss_mb=263"
1756485453493231500,RUN_BEGIN,path=runs\20250829_173733.csv
1756485453493405800,START_TTFP,
1756485453994652800,CPU_MEM,"cpu=5.1,rss_mb=263"
1756485454496767100,CPU_MEM,"cpu=14.4,rss_mb=263"
1756485454703470600,RENDER_STATS,"fps=0.00,dropped_frames=0,total_frames=0,dropped_frames_pct=0.00,throughput_sps=0"
1756485454998856100,CPU_MEM,"cpu=30.3,rss_mb=263"
1756485455499864100,CPU_MEM,"cpu=23.2,rss_mb=263"
1756485456001049600,CPU_MEM,"cpu=8.2,rss_mb=263"
1756485456502113800,CPU_MEM,"cpu=20.1,rss_mb=264"
1756485456695965900,RENDER_STATS,"fps=0.00,dropped_frames=0,total_frames=0,dropped_frames_pct=0.00,throughput_sps=0"
1756485457003959200,CPU_MEM,"cpu=11.7,rss_mb=266"
1756485457505920300,CPU_MEM,"cpu=4.5,rss_mb=266"
1756485458007120500,CPU_MEM,"cpu=10.5,rss_mb=266"
1756485458528458400,CPU_MEM,"cpu=11.6,rss_mb=266"
1756485458974256400,RENDER_STATS,"fps=0.00,dropped_frames=0,total_frames=0,dropped_frames_pct=0.00,throughput_sps=0"
1756485458980651400,START_TTFP,
1756485459042765200,CPU_MEM,"cpu=23.0,rss_mb=263"
1756485459043045200,TTFP,ttfp_s=0.06257289997301996
1756485459103035500,FRAME_RENDERED,lat_ms=62.309700064361095
1756485459103353600,CPU_MEM,"cpu=8.0,rss_mb=263"
1756485459218053700,FRAME_RENDERED,lat_ms=46.291199978441
1756485459303695300,FRAME_RENDERED,lat_ms=32.41469990462065
1756485459400035900,FRAME_RENDERED,lat_ms=32.81789994798601
1756485459500214900,FRAME_RENDERED,lat_ms=33.010799903422594
1756485459581709800,CPU_MEM,"cpu=14.3,rss_mb=263"
1756485459611051400,FRAME_RENDERED,lat_ms=35.22700001485646
1756485459739344000,FRAME_RENDERED,lat_ms=48.20050019770861
1756485459835200500,FRAME_RENDERED,lat_ms=35.20709997974336
1756485459954502100,FRAME_RENDERED,lat_ms=49.42840011790395
1756485460054430200,FRAME_RENDERED,lat_ms=33.11870014294982
1756485460095741000,CPU_MEM,"cpu=11.7,rss_mb=263"
1756485460179947400,FRAME_RENDERED,lat_ms=47.88660001941025
1756485460180331000,CPU_MEM,"cpu=13.5,rss_mb=263"
1756485460274130400,FRAME_RENDERED,lat_ms=34.44699989631772
