1756485993069831700,RUN_META,"config=unsaved,mode=GUI,app=RBciAD"
1756485993091858400,CPU_MEM,"cpu=0.0,rss_mb=267"
1756485993092418700,RUN_BEGIN,path=runs\20250829_174633.csv
1756485993092757800,START_TTFP,
1756485993593454700,CPU_MEM,"cpu=1.9,rss_mb=267"
1756485994100613000,CPU_MEM,"cpu=14.2,rss_mb=267"
1756485994602127900,CPU_MEM,"cpu=19.8,rss_mb=267"
1756485994790950100,RENDER_STATS,"fps=0.00,dropped_frames=0,total_frames=0,dropped_frames_pct=0.00,throughput_sps=0"
1756485995103166500,CPU_MEM,"cpu=9.7,rss_mb=267"
1756485995605424100,CPU_MEM,"cpu=2.7,rss_mb=267"
1756485996107228300,CPU_MEM,"cpu=13.3,rss_mb=267"
1756485996609860700,CPU_MEM,"cpu=7.4,rss_mb=267"
1756485997111033500,CPU_MEM,"cpu=24.1,rss_mb=269"
1756485997111513600,RENDER_STATS,"fps=0.00,dropped_frames=0,total_frames=0,dropped_frames_pct=0.00,throughput_sps=0"
1756485997612307500,CPU_MEM,"cpu=7.8,rss_mb=270"
1756485998114564800,CPU_MEM,"cpu=2.7,rss_mb=270"
1756485998616020800,CPU_MEM,"cpu=11.6,rss_mb=270"
1756485998794971300,RENDER_STATS,"fps=0.00,dropped_frames=0,total_frames=0,dropped_frames_pct=0.00,throughput_sps=0"
1756485999117166400,CPU_MEM,"cpu=7.4,rss_mb=270"
1756485999584144800,START_TTFP,
1756485999629546300,TTFP,ttfp_s=0.04552329983562231
1756485999631829900,CPU_MEM,"cpu=20.9,rss_mb=267"
1756485999689054500,FRAME_RENDERED,lat_ms=45.28399999253452
1756485999689520800,CPU_MEM,"cpu=5.9,rss_mb=267"
1756485999788779700,FRAME_RENDERED,lat_ms=42.28270007297397
1756485999882251800,FRAME_RENDERED,lat_ms=33.286099787801504
1756486000001029700,FRAME_RENDERED,lat_ms=48.41490020044148
1756486000097337100,FRAME_RENDERED,lat_ms=33.74519990757108
1756486000165891700,CPU_MEM,"cpu=14.8,rss_mb=267"
1756486000204505400,FRAME_RENDERED,lat_ms=34.15649989619851
1756486000323341600,FRAME_RENDERED,lat_ms=45.11810000985861
1756486000422762900,FRAME_RENDERED,lat_ms=34.51989986933768
