1756487278292854800,RUN_META,"config=unsaved,mode=GUI,app=RBciAD"
1756487278297078800,CPU_MEM,"cpu=0.0,rss_mb=265"
1756487278298168700,RUN_BEGIN,path=runs\20250829_180758.csv
1756487278299102200,START_TTFP,
1756487278799141700,CPU_MEM,"cpu=0.0,rss_mb=265"
1756487279302125700,CPU_MEM,"cpu=9.2,rss_mb=265"
1756487279803536100,CPU_MEM,"cpu=18.1,rss_mb=265"
1756487280297115200,RENDER_STATS,"fps=0.00,dropped_frames=0,total_frames=0,dropped_frames_pct=0.00,throughput_sps=0"
1756487280305623000,CPU_MEM,"cpu=9.8,rss_mb=265"
1756487280807730800,CPU_MEM,"cpu=1.9,rss_mb=265"
1756487281309338400,CPU_MEM,"cpu=18.2,rss_mb=266"
1756487281810023000,CPU_MEM,"cpu=14.3,rss_mb=268"
1756487282289587000,RENDER_STATS,"fps=0.00,dropped_frames=0,total_frames=0,dropped_frames_pct=0.00,throughput_sps=0"
1756487282311812300,CPU_MEM,"cpu=7.8,rss_mb=268"
1756487282813888700,CPU_MEM,"cpu=12.4,rss_mb=268"
1756487283315927900,CPU_MEM,"cpu=6.2,rss_mb=268"
1756487283818438800,CPU_MEM,"cpu=16.8,rss_mb=265"
1756487283818907100,RAW_IN,"fs=160.0,n_ch=64,n=9760"
1756487283832680400,FILTER_START,"enable_hp=True,hp=1.0,enable_lp=True,lp=40.0,enable_notch=False,notch_freqs=[50.0, 100.0],method=iir,phase=zero,in_place=False,picks=all,fir_taps=401,group=iir"
1756487283833361100,START_TTFP,
1756487284029462300,TTFP,ttfp_s=0.20506499987095594
1756487284098470300,FRAME_RENDERED,lat_ms=204.60899989120662
1756487284098976500,CPU_MEM,"cpu=5.9,rss_mb=270"
1756487284104124900,FILTER_DONE,"group=iir,dur_s=0.17554219998419285,throughput_sps=3558346.6542873867,rt_factor=347.49479045775263,n_ch=64,n=9760,fs=160.0"
1756487284205574200,FRAME_RENDERED,lat_ms=43.13050000928342
1756487284297777900,FRAME_RENDERED,lat_ms=36.263100104406476
1756487284351184800,CPU_MEM,"cpu=20.1,rss_mb=270"
1756487284383594600,FRAME_RENDERED,lat_ms=31.46480000577867
1756487284384038000,RENDER_STATS,"fps=1.91,dropped_frames=0,total_frames=4,dropped_frames_pct=0.00,throughput_sps=48925"
1756487284471820600,FRAME_RENDERED,lat_ms=33.012500032782555
1756487284559850700,FRAME_RENDERED,lat_ms=31.79189981892705
1756487284684764300,FRAME_RENDERED,lat_ms=47.92509996332228
1756487284778221700,FRAME_RENDERED,lat_ms=32.508800039067864
1756487284860502000,CPU_MEM,"cpu=12.3,rss_mb=270"
1756487284892227100,FRAME_RENDERED,lat_ms=34.24590011127293
1756487284998970400,FRAME_RENDERED,lat_ms=34.35980016365647
1756487285106388600,FRAME_RENDERED,lat_ms=33.08319998905063
1756487285106874500,CPU_MEM,"cpu=13.3,rss_mb=270"
1756487285226898800,FRAME_RENDERED,lat_ms=32.52130001783371
1756487285326804000,FRAME_RENDERED,lat_ms=33.05409988388419
1756487285364766100,CPU_MEM,"cpu=10.9,rss_mb=270"
1756487285436275300,FRAME_RENDERED,lat_ms=34.54410005360842
1756487285558550300,FRAME_RENDERED,lat_ms=36.1581000033766
1756487285684330200,FRAME_RENDERED,lat_ms=48.87389997020364
